# Date, Value
1988-12,0.386
1989-01,0.383
1989-02,0.376
1989-03,0.378
1989-04,0.376
1989-05,0.374
1989-06,0.385
1989-07,0.380
1989-08,0.372
1989-09,0.383
1989-10,0.378
1989-11,0.381
1989-12,0.379
1990-01,0.368
1990-02,0.369
1990-03,0.379
1990-04,0.377
1990-05,0.372
1990-06,0.372
1990-07,0.380
1990-08,0.366
1990-09,0.374
1990-10,0.368
1990-11,0.367
1990-12,0.377
1991-01,0.374
1991-02,0.374
1991-03,0.377
1991-04,0.367
1991-05,0.371
1991-06,0.363
1991-07,0.367
1991-08,0.363
1991-09,0.365
1991-10,0.368
1991-11,0.357
1991-12,0.378
1992-01,0.354
1992-02,0.352
1992-03,0.370
1992-04,0.367
1992-05,0.365
1992-06,0.364
1992-07,0.359
1992-08,0.352
1992-09,0.359
1992-10,0.353
1992-11,0.365
1992-12,0.356
1993-01,0.350
1993-02,0.354
1993-03,0.359
1993-04,0.351
1993-05,0.349
1993-06,0.356
1993-07,0.356
1993-08,0.350
1993-09,0.350
1993-10,0.355
1993-11,0.341
1993-12,0.341
1994-01,0.346
1994-02,0.350
1994-03,0.353
1994-04,0.362
1994-05,0.357
1994-06,0.349
1994-07,0.349
1994-08,0.342
1994-09,0.349
1994-10,0.346
1994-11,0.350
1994-12,0.341
1995-01,0.351
1995-02,0.359
1995-03,0.346
1995-04,0.349
1995-05,0.351
1995-06,0.342
1995-07,0.347
1995-08,0.345
1995-09,0.345
1995-10,0.338
1995-11,0.344
1995-12,0.347
1996-01,0.354
1996-02,0.350
1996-03,0.359
1996-04,0.336
1996-05,0.348
1996-06,0.343
1996-07,0.358
1996-08,0.335
1996-09,0.334
1996-10,0.336
1996-11,0.324
1996-12,0.336
1997-01,0.334
1997-02,0.340
1997-03,0.341
1997-04,0.353
1997-05,0.345
1997-06,0.334
1997-07,0.331
1997-08,0.341
1997-09,0.327
1997-10,0.350
1997-11,0.345
1997-12,0.333
1998-01,0.323
1998-02,0.346
1998-03,0.335
1998-04,0.345
1998-05,0.323
1998-06,0.330
1998-07,0.334
1998-08,0.334
1998-09,0.331
1998-10,0.338
1998-11,0.325
1998-12,0.332
1999-01,0.334
1999-02,0.337
1999-03,0.338
1999-04,0.324
1999-05,0.320
1999-06,0.342
1999-07,0.334
1999-08,0.326
1999-09,0.343
1999-10,0.332
1999-11,0.340
1999-12,0.331
2000-01,0.346
2000-02,0.343
2000-03,0.328
2000-04,0.337
2000-05,0.334
2000-06,0.340
2000-07,0.322
2000-08,0.334
2000-09,0.337
2000-10,0.315
2000-11,0.320
2000-12,0.313
2001-01,0.326
2001-02,0.333
2001-03,0.339
2001-04,0.328
2001-05,0.339
2001-06,0.317
2001-07,0.314
2001-08,0.326
2001-09,0.329
2001-10,0.326
2001-11,0.310
2001-12,0.325
2002-01,0.316
2002-02,0.330
2002-03,0.328
2002-04,0.318
2002-05,0.321
2002-06,0.316
2002-07,0.324
2002-08,0.331
2002-09,0.316
2002-10,0.328
2002-11,0.320
2002-12,0.318
2003-01,0.322
2003-02,0.315
2003-03,0.319
2003-04,0.314
2003-05,0.337
2003-06,0.323
2003-07,0.317
2003-08,0.324
2003-09,0.321
2003-10,0.320
2003-11,0.326
2003-12,0.327
2004-01,0.317
2004-02,0.317
2004-03,0.319
2004-04,0.304
2004-05,0.309
2004-06,0.331
2004-07,0.333
2004-08,0.319
2004-09,0.325
2004-10,0.323
2004-11,0.343
2004-12,0.329
2005-01,0.319
2005-02,0.313
2005-03,0.308
2005-04,0.321
2005-05,0.314
2005-06,0.308
2005-07,0.314
2005-08,0.311
2005-09,0.331
2005-10,0.325
2005-11,0.318
2005-12,0.330
2006-01,0.319
2006-02,0.312
2006-03,0.329
2006-04,0.322
2006-05,0.310
2006-06,0.316
2006-07,0.311
2006-08,0.307
2006-09,0.324
2006-10,0.332
2006-11,0.306
2006-12,0.321
2007-01,0.312
2007-02,0.313
2007-03,0.312
2007-04,0.310
2007-05,0.317
2007-06,0.310
2007-07,0.318
2007-08,0.316
2007-09,0.314
2007-10,0.309
2007-11,0.311
2007-12,0.321
2008-01,0.319
2008-02,0.308
2008-03,0.316
2008-04,0.321
2008-05,0.302
2008-06,0.319
2008-07,0.310
2008-08,0.319
2008-09,0.309
2008-10,0.301
2008-11,0.303
2008-12,0.315
2009-01,0.317
2009-02,0.308
2009-03,0.319
2009-04,0.302
2009-05,0.314
2009-06,0.305
2009-07,0.309
2009-08,0.314
2009-09,0.307
2009-10,0.311
2009-11,0.321
2009-12,0.309
