# Date, Tracer1, Tracer2
1912-01,nan,nan
1912-02,nan,nan
1912-03,nan,nan
1912-04,nan,nan
1912-05,nan,nan
1912-06,nan,nan
1912-07,nan,nan
1912-08,nan,nan
1912-09,nan,nan
1912-10,nan,nan
1912-11,nan,nan
1912-12,nan,nan
1913-01,nan,nan
1913-02,nan,nan
1913-03,nan,nan
1913-04,nan,nan
1913-05,nan,nan
1913-06,nan,nan
1913-07,nan,nan
1913-08,nan,nan
1913-09,nan,nan
1913-10,nan,nan
1913-11,nan,nan
1913-12,nan,nan
1914-01,nan,nan
1914-02,nan,nan
1914-03,nan,nan
1914-04,nan,nan
1914-05,nan,nan
1914-06,nan,nan
1914-07,nan,nan
1914-08,nan,nan
1914-09,nan,nan
1914-10,nan,nan
1914-11,nan,nan
1914-12,nan,nan
1915-01,nan,nan
1915-02,nan,nan
1915-03,nan,nan
1915-04,nan,nan
1915-05,nan,nan
1915-06,nan,nan
1915-07,nan,nan
1915-08,nan,nan
1915-09,nan,nan
1915-10,nan,nan
1915-11,nan,nan
1915-12,nan,nan
1916-01,nan,nan
1916-02,nan,nan
1916-03,nan,nan
1916-04,nan,nan
1916-05,nan,nan
1916-06,nan,nan
1916-07,nan,nan
1916-08,nan,nan
1916-09,nan,nan
1916-10,nan,nan
1916-11,nan,nan
1916-12,nan,nan
1917-01,nan,nan
1917-02,nan,nan
1917-03,nan,nan
1917-04,nan,nan
1917-05,nan,nan
1917-06,nan,nan
1917-07,nan,nan
1917-08,nan,nan
1917-09,nan,nan
1917-10,nan,nan
1917-11,nan,nan
1917-12,nan,nan
1918-01,nan,nan
1918-02,nan,nan
1918-03,nan,nan
1918-04,nan,nan
1918-05,nan,nan
1918-06,nan,nan
1918-07,nan,nan
1918-08,nan,nan
1918-09,nan,nan
1918-10,nan,nan
1918-11,nan,nan
1918-12,nan,nan
1919-01,nan,nan
1919-02,nan,nan
1919-03,nan,nan
1919-04,nan,nan
1919-05,nan,nan
1919-06,nan,nan
1919-07,nan,nan
1919-08,nan,nan
1919-09,nan,nan
1919-10,nan,nan
1919-11,nan,nan
1919-12,nan,nan
1920-01,nan,nan
1920-02,nan,nan
1920-03,nan,nan
1920-04,nan,nan
1920-05,nan,nan
1920-06,nan,nan
1920-07,nan,nan
1920-08,nan,nan
1920-09,nan,nan
1920-10,nan,nan
1920-11,nan,nan
1920-12,nan,nan
1921-01,nan,nan
1921-02,nan,nan
1921-03,nan,nan
1921-04,nan,nan
1921-05,nan,nan
1921-06,nan,nan
1921-07,nan,nan
1921-08,nan,nan
1921-09,nan,nan
1921-10,nan,nan
1921-11,nan,nan
1921-12,nan,nan
1922-01,nan,nan
1922-02,nan,nan
1922-03,nan,nan
1922-04,nan,nan
1922-05,nan,nan
1922-06,nan,nan
1922-07,nan,nan
1922-08,nan,nan
1922-09,nan,nan
1922-10,nan,nan
1922-11,nan,nan
1922-12,nan,nan
1923-01,nan,nan
1923-02,nan,nan
1923-03,nan,nan
1923-04,nan,nan
1923-05,nan,nan
1923-06,nan,nan
1923-07,nan,nan
1923-08,nan,nan
1923-09,nan,nan
1923-10,nan,nan
1923-11,nan,nan
1923-12,nan,nan
1924-01,nan,nan
1924-02,nan,nan
1924-03,nan,nan
1924-04,nan,nan
1924-05,nan,nan
1924-06,nan,nan
1924-07,nan,nan
1924-08,nan,nan
1924-09,nan,nan
1924-10,nan,nan
1924-11,nan,nan
1924-12,nan,nan
1925-01,nan,nan
1925-02,nan,nan
1925-03,nan,nan
1925-04,nan,nan
1925-05,nan,nan
1925-06,nan,nan
1925-07,nan,nan
1925-08,nan,nan
1925-09,nan,nan
1925-10,nan,nan
1925-11,nan,nan
1925-12,nan,nan
1926-01,nan,nan
1926-02,nan,nan
1926-03,nan,nan
1926-04,nan,nan
1926-05,nan,nan
1926-06,nan,nan
1926-07,nan,nan
1926-08,nan,nan
1926-09,nan,nan
1926-10,nan,nan
1926-11,nan,nan
1926-12,nan,nan
1927-01,nan,nan
1927-02,nan,nan
1927-03,nan,nan
1927-04,nan,nan
1927-05,nan,nan
1927-06,nan,nan
1927-07,nan,nan
1927-08,nan,nan
1927-09,18.658,0.872
1927-10,nan,nan
1927-11,nan,nan
1927-12,nan,nan
1928-01,nan,nan
1928-02,nan,nan
1928-03,nan,nan
1928-04,nan,nan
1928-05,nan,nan
1928-06,nan,nan
1928-07,nan,nan
1928-08,nan,nan
1928-09,nan,nan
1928-10,nan,nan
1928-11,nan,nan
1928-12,nan,nan
1929-01,nan,nan
1929-02,nan,nan
1929-03,nan,nan
1929-04,nan,nan
1929-05,nan,nan
1929-06,nan,nan
1929-07,nan,nan
1929-08,nan,nan
1929-09,nan,nan
1929-10,nan,nan
1929-11,nan,nan
1929-12,nan,nan
1930-01,nan,nan
1930-02,nan,nan
1930-03,nan,nan
1930-04,nan,nan
1930-05,nan,nan
1930-06,nan,nan
1930-07,nan,nan
1930-08,nan,nan
1930-09,nan,nan
1930-10,nan,nan
1930-11,nan,nan
1930-12,nan,nan
1931-01,nan,nan
1931-02,nan,nan
1931-03,nan,nan
1931-04,nan,nan
1931-05,nan,nan
1931-06,nan,nan
1931-07,nan,nan
1931-08,nan,nan
1931-09,nan,nan
1931-10,nan,nan
1931-11,nan,nan
1931-12,nan,nan
1932-01,nan,nan
1932-02,nan,nan
1932-03,nan,nan
1932-04,nan,nan
1932-05,nan,nan
1932-06,nan,nan
1932-07,nan,nan
1932-08,nan,nan
1932-09,nan,nan
1932-10,nan,nan
1932-11,nan,nan
1932-12,nan,nan
1933-01,nan,nan
1933-02,nan,nan
1933-03,nan,nan
1933-04,nan,nan
1933-05,nan,nan
1933-06,nan,nan
1933-07,nan,nan
1933-08,nan,nan
1933-09,nan,nan
1933-10,nan,nan
1933-11,nan,nan
1933-12,nan,nan
1934-01,nan,nan
1934-02,nan,nan
1934-03,nan,nan
1934-04,nan,nan
1934-05,nan,nan
1934-06,nan,nan
1934-07,nan,nan
1934-08,nan,nan
1934-09,nan,nan
1934-10,nan,nan
1934-11,nan,nan
1934-12,nan,nan
1935-01,nan,nan
1935-02,nan,nan
1935-03,nan,nan
1935-04,nan,nan
1935-05,nan,nan
1935-06,nan,nan
1935-07,nan,nan
1935-08,nan,nan
1935-09,nan,nan
1935-10,nan,nan
1935-11,nan,nan
1935-12,nan,nan
1936-01,nan,nan
1936-02,nan,nan
1936-03,nan,nan
1936-04,nan,nan
1936-05,nan,nan
1936-06,nan,nan
1936-07,nan,nan
1936-08,nan,nan
1936-09,nan,nan
1936-10,nan,nan
1936-11,nan,nan
1936-12,nan,nan
1937-01,nan,nan
1937-02,nan,nan
1937-03,nan,nan
1937-04,nan,nan
1937-05,nan,nan
1937-06,nan,nan
1937-07,nan,nan
1937-08,nan,nan
1937-09,nan,nan
1937-10,nan,nan
1937-11,nan,nan
1937-12,nan,nan
1938-01,nan,nan
1938-02,nan,nan
1938-03,nan,nan
1938-04,nan,nan
1938-05,nan,nan
1938-06,nan,nan
1938-07,nan,nan
1938-08,nan,nan
1938-09,nan,nan
1938-10,nan,nan
1938-11,nan,nan
1938-12,nan,nan
1939-01,nan,nan
1939-02,nan,nan
1939-03,nan,nan
1939-04,nan,nan
1939-05,nan,nan
1939-06,nan,nan
1939-07,nan,nan
1939-08,nan,nan
1939-09,nan,nan
1939-10,nan,nan
1939-11,nan,nan
1939-12,nan,nan
1940-01,nan,nan
1940-02,nan,nan
1940-03,nan,nan
1940-04,nan,nan
1940-05,nan,nan
1940-06,nan,nan
1940-07,nan,nan
1940-08,nan,nan
1940-09,nan,nan
1940-10,nan,nan
1940-11,nan,nan
1940-12,nan,nan
1941-01,nan,nan
1941-02,nan,nan
1941-03,nan,nan
1941-04,nan,nan
1941-05,nan,nan
1941-06,nan,nan
1941-07,nan,nan
1941-08,nan,nan
1941-09,nan,nan
1941-10,nan,nan
1941-11,nan,nan
1941-12,nan,nan
1942-01,nan,nan
1942-02,nan,nan
1942-03,nan,nan
1942-04,nan,nan
1942-05,nan,nan
1942-06,nan,nan
1942-07,nan,nan
1942-08,nan,nan
1942-09,nan,nan
1942-10,nan,nan
1942-11,nan,nan
1942-12,nan,nan
1943-01,nan,nan
1943-02,nan,nan
1943-03,nan,nan
1943-04,nan,nan
1943-05,nan,nan
1943-06,nan,nan
1943-07,nan,nan
1943-08,nan,nan
1943-09,nan,nan
1943-10,nan,nan
1943-11,nan,nan
1943-12,nan,nan
1944-01,nan,nan
1944-02,nan,nan
1944-03,nan,nan
1944-04,nan,nan
1944-05,nan,nan
1944-06,nan,nan
1944-07,nan,nan
1944-08,nan,nan
1944-09,nan,nan
1944-10,nan,nan
1944-11,nan,nan
1944-12,nan,nan
1945-01,nan,nan
1945-02,nan,nan
1945-03,nan,nan
1945-04,nan,nan
1945-05,nan,nan
1945-06,nan,nan
1945-07,28.600,1.995
1945-08,nan,nan
1945-09,nan,nan
1945-10,nan,nan
1945-11,nan,nan
1945-12,nan,nan
1946-01,nan,nan
1946-02,nan,nan
1946-03,nan,nan
1946-04,nan,nan
1946-05,nan,nan
1946-06,nan,nan
1946-07,nan,nan
1946-08,nan,nan
1946-09,nan,nan
1946-10,nan,nan
1946-11,nan,nan
1946-12,nan,nan
1947-01,nan,nan
1947-02,nan,nan
1947-03,nan,nan
1947-04,nan,nan
1947-05,nan,nan
1947-06,nan,nan
1947-07,nan,nan
1947-08,nan,nan
1947-09,nan,nan
1947-10,nan,nan
1947-11,nan,nan
1947-12,nan,nan
1948-01,nan,nan
1948-02,nan,nan
1948-03,nan,nan
1948-04,nan,nan
1948-05,nan,nan
1948-06,nan,nan
1948-07,nan,nan
1948-08,21.469,2.130
1948-09,nan,nan
1948-10,nan,nan
1948-11,nan,nan
1948-12,nan,nan
1949-01,nan,nan
1949-02,nan,nan
1949-03,nan,nan
1949-04,nan,nan
1949-05,nan,nan
1949-06,nan,nan
1949-07,nan,nan
1949-08,nan,nan
1949-09,nan,nan
1949-10,nan,nan
1949-11,nan,nan
1949-12,nan,nan
1950-01,nan,nan
1950-02,nan,nan
1950-03,nan,nan
1950-04,nan,nan
1950-05,nan,nan
1950-06,nan,nan
1950-07,nan,nan
1950-08,nan,nan
1950-09,nan,nan
1950-10,nan,nan
1950-11,nan,nan
1950-12,nan,nan
1951-01,nan,nan
1951-02,nan,nan
1951-03,nan,nan
1951-04,nan,nan
1951-05,nan,nan
1951-06,nan,nan
1951-07,nan,nan
1951-08,nan,nan
1951-09,nan,nan
1951-10,15.991,2.273
1951-11,nan,nan
1951-12,nan,nan
1952-01,nan,nan
1952-02,nan,nan
1952-03,nan,nan
1952-04,nan,nan
1952-05,nan,nan
1952-06,nan,nan
1952-07,nan,nan
1952-08,nan,nan
1952-09,nan,nan
1952-10,nan,nan
1952-11,nan,nan
1952-12,nan,nan
1953-01,nan,nan
1953-02,14.134,2.333
1953-03,nan,nan
1953-04,nan,nan
1953-05,nan,nan
1953-06,nan,nan
1953-07,nan,nan
1953-08,nan,nan
1953-09,nan,nan
1953-10,nan,nan
1953-11,nan,nan
1953-12,nan,nan
1954-01,nan,nan
1954-02,nan,nan
1954-03,nan,nan
1954-04,nan,nan
1954-05,nan,nan
1954-06,nan,nan
1954-07,nan,nan
1954-08,nan,nan
1954-09,nan,nan
1954-10,nan,nan
1954-11,nan,nan
1954-12,nan,nan
1955-01,nan,nan
1955-02,nan,nan
1955-03,nan,nan
1955-04,nan,nan
1955-05,nan,nan
1955-06,nan,nan
1955-07,nan,nan
1955-08,nan,nan
1955-09,nan,nan
1955-10,nan,nan
1955-11,nan,nan
1955-12,nan,nan
1956-01,nan,nan
1956-02,nan,nan
1956-03,nan,nan
1956-04,nan,nan
1956-05,nan,nan
1956-06,nan,nan
1956-07,nan,nan
1956-08,nan,nan
1956-09,nan,nan
1956-10,nan,nan
1956-11,nan,nan
1956-12,nan,nan
1957-01,nan,nan
1957-02,nan,nan
1957-03,nan,nan
1957-04,nan,nan
1957-05,9.557,2.494
1957-06,nan,nan
1957-07,nan,nan
1957-08,nan,nan
1957-09,nan,nan
1957-10,nan,nan
1957-11,nan,nan
1957-12,nan,nan
1958-01,nan,nan
1958-02,nan,nan
1958-03,nan,nan
1958-04,nan,nan
1958-05,nan,nan
1958-06,nan,nan
1958-07,nan,nan
1958-08,nan,nan
1958-09,nan,nan
1958-10,nan,nan
1958-11,nan,nan
1958-12,nan,nan
1959-01,nan,nan
1959-02,nan,nan
1959-03,nan,nan
1959-04,nan,nan
1959-05,nan,nan
1959-06,nan,nan
1959-07,nan,nan
1959-08,nan,nan
1959-09,nan,nan
1959-10,nan,nan
1959-11,nan,nan
1959-12,nan,nan
1960-01,nan,nan
1960-02,nan,nan
1960-03,nan,nan
1960-04,nan,nan
1960-05,nan,nan
1960-06,nan,nan
1960-07,nan,nan
1960-08,nan,nan
1960-09,nan,nan
1960-10,nan,nan
1960-11,nan,nan
1960-12,nan,nan
1961-01,nan,nan
1961-02,nan,nan
1961-03,nan,nan
1961-04,nan,nan
1961-05,nan,nan
1961-06,nan,nan
1961-07,nan,nan
1961-08,nan,nan
1961-09,nan,nan
1961-10,nan,nan
1961-11,nan,nan
1961-12,nan,nan
1962-01,nan,nan
1962-02,nan,nan
1962-03,nan,nan
1962-04,nan,nan
1962-05,nan,nan
1962-06,nan,nan
1962-07,nan,nan
1962-08,nan,nan
1962-09,nan,nan
1962-10,nan,nan
1962-11,nan,nan
1962-12,nan,nan
1963-01,nan,nan
1963-02,nan,nan
1963-03,nan,nan
1963-04,nan,nan
1963-05,nan,nan
1963-06,nan,nan
1963-07,nan,nan
1963-08,nan,nan
1963-09,nan,nan
1963-10,nan,nan
1963-11,nan,nan
1963-12,nan,nan
1964-01,nan,nan
1964-02,nan,nan
1964-03,nan,nan
1964-04,nan,nan
1964-05,nan,nan
1964-06,nan,nan
1964-07,nan,nan
1964-08,nan,nan
1964-09,nan,nan
1964-10,nan,nan
1964-11,nan,nan
1964-12,nan,nan
1965-01,nan,nan
1965-02,nan,nan
1965-03,nan,nan
1965-04,nan,nan
1965-05,nan,nan
1965-06,nan,nan
1965-07,nan,nan
1965-08,nan,nan
1965-09,nan,nan
1965-10,nan,nan
1965-11,nan,nan
1965-12,nan,nan
1966-01,nan,nan
1966-02,nan,nan
1966-03,nan,nan
1966-04,nan,nan
1966-05,nan,nan
1966-06,nan,nan
1966-07,nan,nan
1966-08,nan,nan
1966-09,nan,nan
1966-10,nan,nan
1966-11,nan,nan
1966-12,nan,nan
1967-01,nan,nan
1967-02,nan,nan
1967-03,nan,nan
1967-04,nan,nan
1967-05,nan,nan
1967-06,nan,nan
1967-07,nan,nan
1967-08,nan,nan
1967-09,nan,nan
1967-10,nan,nan
1967-11,nan,nan
1967-12,nan,nan
1968-01,nan,nan
1968-02,nan,nan
1968-03,nan,nan
1968-04,nan,nan
1968-05,nan,nan
1968-06,nan,nan
1968-07,nan,nan
1968-08,nan,nan
1968-09,nan,nan
1968-10,nan,nan
1968-11,nan,nan
1968-12,nan,nan
1969-01,nan,nan
1969-02,nan,nan
1969-03,nan,nan
1969-04,nan,nan
1969-05,nan,nan
1969-06,nan,nan
1969-07,nan,nan
1969-08,nan,nan
1969-09,nan,nan
1969-10,nan,nan
1969-11,nan,nan
1969-12,nan,nan
1970-01,nan,nan
1970-02,nan,nan
1970-03,nan,nan
1970-04,nan,nan
1970-05,nan,nan
1970-06,nan,nan
1970-07,nan,nan
1970-08,nan,nan
1970-09,nan,nan
1970-10,nan,nan
1970-11,2.825,2.949
1970-12,nan,nan
1971-01,nan,nan
1971-02,nan,nan
1971-03,nan,nan
1971-04,nan,nan
1971-05,nan,nan
1971-06,nan,nan
1971-07,nan,nan
1971-08,nan,nan
1971-09,nan,nan
1971-10,nan,nan
1971-11,nan,nan
1971-12,nan,nan
1972-01,nan,nan
1972-02,nan,nan
1972-03,nan,nan
1972-04,nan,nan
1972-05,nan,nan
1972-06,nan,nan
1972-07,nan,nan
1972-08,nan,nan
1972-09,nan,nan
1972-10,nan,nan
1972-11,nan,nan
1972-12,nan,nan
1973-01,nan,nan
1973-02,nan,nan
1973-03,nan,nan
1973-04,nan,nan
1973-05,nan,nan
1973-06,nan,nan
1973-07,nan,nan
1973-08,nan,nan
1973-09,nan,nan
1973-10,nan,nan
1973-11,nan,nan
1973-12,nan,nan
1974-01,nan,nan
1974-02,nan,nan
1974-03,nan,nan
1974-04,nan,nan
1974-05,nan,nan
1974-06,nan,nan
1974-07,nan,nan
1974-08,nan,nan
1974-09,nan,nan
1974-10,nan,nan
1974-11,nan,nan
1974-12,nan,nan
1975-01,1.951,3.047
1975-02,nan,nan
1975-03,nan,nan
1975-04,nan,nan
1975-05,nan,nan
1975-06,nan,nan
1975-07,nan,nan
1975-08,nan,nan
1975-09,nan,nan
1975-10,nan,nan
1975-11,nan,nan
1975-12,nan,nan
1976-01,nan,nan
1976-02,nan,nan
1976-03,nan,nan
1976-04,nan,nan
1976-05,nan,nan
1976-06,nan,nan
1976-07,nan,nan
1976-08,nan,nan
1976-09,nan,nan
1976-10,nan,nan
1976-11,nan,nan
1976-12,nan,nan
1977-01,nan,nan
1977-02,nan,nan
1977-03,nan,nan
1977-04,nan,nan
1977-05,nan,nan
1977-06,nan,nan
1977-07,nan,nan
1977-08,nan,nan
1977-09,nan,nan
1977-10,nan,nan
1977-11,nan,nan
1977-12,nan,nan
1978-01,nan,nan
1978-02,nan,nan
1978-03,nan,nan
1978-04,nan,nan
1978-05,nan,nan
1978-06,nan,nan
1978-07,nan,nan
1978-08,nan,nan
1978-09,nan,nan
1978-10,nan,nan
1978-11,nan,nan
1978-12,nan,nan
1979-01,nan,nan
1979-02,nan,nan
1979-03,nan,nan
1979-04,nan,nan
1979-05,nan,nan
1979-06,nan,nan
1979-07,nan,nan
1979-08,nan,nan
1979-09,nan,nan
1979-10,nan,nan
1979-11,nan,nan
1979-12,nan,nan
1980-01,nan,nan
1980-02,nan,nan
1980-03,nan,nan
1980-04,nan,nan
1980-05,nan,nan
1980-06,nan,nan
1980-07,nan,nan
1980-08,nan,nan
1980-09,nan,nan
1980-10,nan,nan
1980-11,nan,nan
1980-12,nan,nan
1981-01,nan,nan
1981-02,nan,nan
1981-03,nan,nan
1981-04,nan,nan
1981-05,nan,nan
1981-06,nan,nan
1981-07,nan,nan
1981-08,nan,nan
1981-09,nan,nan
1981-10,nan,nan
1981-11,nan,nan
1981-12,nan,nan
1982-01,nan,nan
1982-02,nan,nan
1982-03,nan,nan
1982-04,nan,nan
1982-05,nan,nan
1982-06,nan,nan
1982-07,nan,nan
1982-08,nan,nan
1982-09,nan,nan
1982-10,nan,nan
1982-11,nan,nan
1982-12,nan,nan
1983-01,nan,nan
1983-02,nan,nan
1983-03,nan,nan
1983-04,nan,nan
1983-05,nan,nan
1983-06,nan,nan
1983-07,nan,nan
1983-08,nan,nan
1983-09,nan,nan
1983-10,nan,nan
1983-11,nan,nan
1983-12,nan,nan
1984-01,nan,nan
1984-02,nan,nan
1984-03,nan,nan
1984-04,nan,nan
1984-05,nan,nan
1984-06,nan,nan
1984-07,nan,nan
1984-08,nan,nan
1984-09,nan,nan
1984-10,nan,nan
1984-11,nan,nan
1984-12,nan,nan
1985-01,nan,nan
1985-02,nan,nan
1985-03,nan,nan
1985-04,nan,nan
1985-05,nan,nan
1985-06,nan,nan
1985-07,nan,nan
1985-08,nan,nan
1985-09,nan,nan
1985-10,nan,nan
1985-11,nan,nan
1985-12,nan,nan
1986-01,nan,nan
1986-02,nan,nan
1986-03,nan,nan
1986-04,nan,nan
1986-05,nan,nan
1986-06,nan,nan
1986-07,nan,nan
1986-08,nan,nan
1986-09,nan,nan
1986-10,nan,nan
1986-11,nan,nan
1986-12,nan,nan
1987-01,nan,nan
1987-02,nan,nan
1987-03,nan,nan
1987-04,nan,nan
1987-05,nan,nan
1987-06,nan,nan
1987-07,nan,nan
1987-08,nan,nan
1987-09,nan,nan
1987-10,nan,nan
1987-11,nan,nan
1987-12,nan,nan
1988-01,nan,nan
1988-02,nan,nan
1988-03,nan,nan
1988-04,nan,nan
1988-05,nan,nan
1988-06,nan,nan
1988-07,nan,nan
1988-08,nan,nan
1988-09,nan,nan
1988-10,nan,nan
1988-11,nan,nan
1988-12,nan,nan
1989-01,nan,nan
1989-02,nan,nan
1989-03,nan,nan
1989-04,nan,nan
1989-05,nan,nan
1989-06,nan,nan
1989-07,nan,nan
1989-08,nan,nan
1989-09,nan,nan
1989-10,nan,nan
1989-11,nan,nan
1989-12,nan,nan
1990-01,nan,nan
1990-02,nan,nan
1990-03,nan,nan
1990-04,nan,nan
1990-05,nan,nan
1990-06,nan,nan
1990-07,nan,nan
1990-08,nan,nan
1990-09,nan,nan
1990-10,nan,nan
1990-11,nan,nan
1990-12,nan,nan
1991-01,nan,nan
1991-02,nan,nan
1991-03,nan,nan
1991-04,nan,nan
1991-05,nan,nan
1991-06,nan,nan
1991-07,nan,nan
1991-08,nan,nan
1991-09,nan,nan
1991-10,nan,nan
1991-11,nan,nan
1991-12,nan,nan
1992-01,0.550,3.450
1992-02,nan,nan
1992-03,nan,nan
1992-04,nan,nan
1992-05,nan,nan
1992-06,nan,nan
1992-07,nan,nan
1992-08,nan,nan
1992-09,nan,nan
1992-10,nan,nan
1992-11,nan,nan
1992-12,0.521,3.466
1993-01,nan,nan
1993-02,nan,nan
1993-03,nan,nan
1993-04,nan,nan
1993-05,nan,nan
1993-06,nan,nan
1993-07,nan,nan
1993-08,nan,nan
1993-09,nan,nan
1993-10,nan,nan
1993-11,nan,nan
1993-12,nan,nan
1994-01,nan,nan
1994-02,nan,nan
1994-03,nan,nan
1994-04,nan,nan
1994-05,nan,nan
1994-06,nan,nan
1994-07,nan,nan
1994-08,nan,nan
1994-09,nan,nan
1994-10,nan,nan
1994-11,nan,nan
1994-12,nan,nan
1995-01,nan,nan
1995-02,nan,nan
1995-03,nan,nan
1995-04,nan,nan
1995-05,nan,nan
1995-06,nan,nan
1995-07,nan,nan
1995-08,nan,nan
1995-09,nan,nan
1995-10,nan,nan
1995-11,nan,nan
1995-12,nan,nan
1996-01,nan,nan
1996-02,nan,nan
1996-03,nan,nan
1996-04,nan,nan
1996-05,nan,nan
1996-06,nan,nan
1996-07,nan,nan
1996-08,nan,nan
1996-09,nan,nan
1996-10,nan,nan
1996-11,nan,nan
1996-12,nan,nan
1997-01,nan,nan
1997-02,nan,nan
1997-03,nan,nan
1997-04,nan,nan
1997-05,nan,nan
1997-06,nan,nan
1997-07,nan,nan
1997-08,nan,nan
1997-09,nan,nan
1997-10,nan,nan
1997-11,nan,nan
1997-12,nan,nan
1998-01,nan,nan
1998-02,nan,nan
1998-03,nan,nan
1998-04,nan,nan
1998-05,nan,nan
1998-06,nan,nan
1998-07,nan,nan
1998-08,nan,nan
1998-09,nan,nan
1998-10,nan,nan
1998-11,nan,nan
1998-12,nan,nan
1999-01,nan,nan
1999-02,nan,nan
1999-03,nan,nan
1999-04,nan,nan
1999-05,nan,nan
1999-06,nan,nan
1999-07,nan,nan
1999-08,nan,nan
1999-09,nan,nan
1999-10,nan,nan
1999-11,nan,nan
1999-12,nan,nan
