# Date, Tracer1, Tracer2
1919-07,586.118,12.487
1919-08,549.878,12.423
1919-09,502.864,12.287
1919-10,507.227,12.453
1919-11,480.337,12.429
1919-12,476.419,12.552
1920-01,443.191,12.478
1920-02,431.502,12.549
1920-03,419.145,12.616
1920-04,404.616,12.668
1920-05,371.699,12.565
1920-06,361.872,12.648
1920-07,344.842,12.667
1920-08,328.034,12.684
1920-09,328.197,12.866
1920-10,304.490,12.807
1920-11,280.255,12.729
1920-12,278.414,12.896
1921-01,270.746,13.001
1921-02,251.580,12.959
1921-03,226.600,12.822
1921-04,219.215,12.916
1921-05,214.769,13.057
1921-06,195.208,12.956
1921-07,188.661,13.058
1921-08,179.166,13.107
1921-09,163.216,13.023
1921-10,156.408,13.106
1921-11,137.764,12.924
1921-12,135.613,13.097
1922-01,129.336,13.174
1922-02,118.892,13.135
1922-03,117.998,13.352
1922-04,103.921,13.176
1922-05,99.182,13.268
1922-06,93.749,13.332
1922-07,89.810,13.446
1922-08,79.081,13.280
1922-09,77.635,13.480
1922-10,70.649,13.429
1922-11,64.410,13.389
1922-12,61.619,13.512
1923-01,56.913,13.520
1923-02,51.955,13.492
1923-03,48.807,13.563
1923-04,44.787,13.558
1923-05,41.857,13.617
1923-06,39.121,13.681
1923-07,36.797,13.769
1923-08,32.106,13.602
1923-09,31.659,13.858
1923-10,26.892,13.603
1923-11,25.695,13.752
1923-12,23.999,13.828
1924-01,21.939,13.832
1924-02,19.804,13.795
1924-03,18.346,13.849
1924-04,16.748,13.854
1924-05,15.340,13.872
1924-06,14.482,13.997
1924-07,13.152,13.987
1924-08,11.805,13.939
1924-09,11.169,14.075
1924-10,10.116,14.058
1924-11,9.363,14.118
1924-12,8.549,14.130
1925-01,7.610,14.051
1925-02,7.014,14.095
1925-03,6.603,14.211
1925-04,6.042,14.226
1925-05,5.478,14.205
1925-06,5.048,14.239
1925-07,4.750,14.346
1925-08,4.215,14.237
1925-09,3.975,14.342
1925-10,3.616,14.313
1925-11,3.343,14.335
1925-12,3.180,14.454
1926-01,2.936,14.458
1926-02,2.731,14.481
1926-03,2.572,14.540
1926-04,2.344,14.471
1926-05,2.227,14.542
1926-06,2.052,14.494
1926-07,1.960,14.563
1926-08,1.837,14.553
1926-09,1.750,14.593
1926-10,1.682,14.653
1926-11,1.560,14.573
1926-12,1.582,14.809
1927-01,1.429,14.605
1927-02,1.371,14.613
1927-03,1.388,14.810
1927-04,1.335,14.806
1927-05,1.293,14.817
1927-06,1.259,14.840
1927-07,1.214,14.815
1927-08,1.166,14.772
1927-09,1.166,14.867
1927-10,1.129,14.834
1927-11,1.148,14.979
1927-12,1.107,14.918
1928-01,1.078,14.890
1928-02,1.077,14.950
1928-03,1.082,15.027
1928-04,1.052,14.976
1928-05,1.038,14.979
1928-06,1.053,15.081
1928-07,1.047,15.104
1928-08,1.026,15.069
1928-09,1.022,15.094
1928-10,1.032,15.169
1928-11,0.994,15.063
1928-12,0.992,15.088
1929-01,1.003,15.162
1929-02,1.011,15.223
1929-03,1.019,15.284
1929-04,1.041,15.395
1929-05,1.027,15.370
1929-06,1.005,15.313
1929-07,1.007,15.346
1929-08,0.986,15.292
1929-09,1.005,15.389
1929-10,0.999,15.389
1929-11,1.010,15.458
1929-12,0.987,15.390
1930-01,1.013,15.516
1930-02,1.033,15.616
1930-03,1.000,15.510
1930-04,1.010,15.570
1930-05,1.015,15.614
1930-06,0.993,15.550
1930-07,1.006,15.620
1930-08,1.001,15.624
1930-09,1.003,15.652
1930-10,0.985,15.605
1930-11,1.001,15.688
1930-12,1.010,15.746
1931-01,1.029,15.842
1931-02,1.020,15.824
1931-03,1.043,15.939
1931-04,0.985,15.729
1931-05,1.018,15.879
1931-06,1.004,15.845
1931-07,1.044,16.025
1931-08,0.984,15.808
1931-09,0.983,15.826
1931-10,0.988,15.865
1931-11,0.958,15.764
1931-12,0.990,15.911
1932-01,0.985,15.913
1932-02,1.003,16.006
1932-03,1.007,16.041
1932-04,1.038,16.185
1932-05,1.019,16.131
1932-06,0.988,16.028
1932-07,0.982,16.022
1932-08,1.010,16.154
1932-09,0.974,16.028
1932-10,1.037,16.302
1932-11,1.024,16.269
1932-12,0.991,16.156
1933-01,0.966,16.075
1933-02,1.027,16.343
1933-03,0.998,16.244
1933-04,1.025,16.373
1933-05,0.968,16.163
1933-06,0.988,16.263
1933-07,1.000,16.332
1933-08,1.001,16.355
1933-09,0.991,16.334
1933-10,1.012,16.441
1933-11,0.979,16.322
1933-12,0.997,16.417
1934-01,1.002,16.458
1934-02,1.010,16.510
1934-03,1.014,16.545
1934-04,0.978,16.413
1934-05,0.969,16.398
1934-06,1.026,16.650
1934-07,1.007,16.591
1934-08,0.985,16.520
1934-09,1.031,16.730
1934-10,1.002,16.630
1934-11,1.024,16.737
1934-12,1.001,16.664
1935-01,1.041,16.849
1935-02,1.035,16.842
1935-03,0.995,16.694
1935-04,1.019,16.815
1935-05,1.013,16.806
1935-06,1.027,16.886
1935-07,0.981,16.709
1935-08,1.014,16.866
1935-09,1.021,16.916
1935-10,0.965,16.697
1935-11,0.976,16.764
1935-12,0.959,16.710
1936-01,0.995,16.878
1936-02,1.014,16.980
1936-03,1.030,17.065
1936-04,1.001,16.962
1936-05,1.033,17.113
1936-06,0.972,16.876
1936-07,0.966,16.866
1936-08,0.999,17.025
1936-09,1.008,17.080
1936-10,0.999,17.063
1936-11,0.959,16.907
1936-12,0.998,17.094
1937-01,0.974,17.008
1937-02,1.013,17.195
1937-03,1.007,17.187
1937-04,0.981,17.093
1937-05,0.990,17.148
1937-06,0.979,17.119
1937-07,0.999,17.222
1937-08,1.019,17.328
1937-09,0.980,17.178
1937-10,1.010,17.325
1937-11,0.989,17.253
1937-12,0.984,17.248
1938-01,0.998,17.325
1938-02,0.979,17.262
1938-03,0.989,17.321
1938-04,0.976,17.283
1938-05,1.039,17.576
1938-06,1.001,17.425
1938-07,0.986,17.379
1938-08,1.004,17.476
1938-09,0.998,17.465
1938-10,0.996,17.473
1938-11,1.012,17.563
1938-12,1.015,17.593
1939-01,0.989,17.498
1939-02,0.988,17.511
1939-03,0.994,17.554
1939-04,0.954,17.393
1939-05,0.970,17.480
1939-06,1.027,17.751
1939-07,1.033,17.792
1939-08,0.995,17.642
1939-09,1.012,17.732
1939-10,1.006,17.726
1939-11,1.062,17.988
1939-12,1.022,17.832
1940-01,0.997,17.738
1940-02,0.981,17.682
1940-03,0.968,17.641
1940-04,1.004,17.818
1940-05,0.985,17.750
1940-06,0.972,17.707
1940-07,0.987,17.793
1940-08,0.978,17.771
1940-09,1.034,18.035
1940-10,1.018,17.980
1940-11,1.000,17.917
1940-12,1.030,18.067
1941-01,1.002,17.958
1941-02,0.983,17.890
1941-03,1.030,18.121
1941-04,1.011,18.049
1941-05,0.979,17.924
1941-06,0.996,18.016
1941-07,0.982,17.971
1941-08,0.972,17.942
1941-09,1.019,18.167
1941-10,1.038,18.272
1941-11,0.972,17.989
1941-12,1.011,18.183
1942-01,0.987,18.089
1942-02,0.990,18.120
1942-03,0.988,18.127
1942-04,0.983,18.118
1942-05,1.001,18.218
1942-06,0.983,18.154
1942-07,1.005,18.270
1942-08,0.999,18.257
1942-09,0.995,18.256
1942-10,0.982,18.211
1942-11,0.988,18.257
1942-12,1.015,18.395
1943-01,1.010,18.388
1943-02,0.980,18.268
1943-03,1.002,18.383
1943-04,1.015,18.459
1943-05,0.967,18.252
1943-06,1.011,18.471
1943-07,0.987,18.376
1943-08,1.011,18.506
1943-09,0.985,18.398
1943-10,0.964,18.318
1943-11,0.967,18.350
1943-12,1.001,18.520
1944-01,1.005,18.556
1944-02,0.982,18.463
1944-03,1.013,18.622
1944-04,0.967,18.424
1944-05,0.999,18.588
1944-06,0.976,18.497
1944-07,0.987,18.565
1944-08,1.001,18.645
1944-09,0.983,18.576
1944-10,0.992,18.636
1944-11,1.020,18.781
1944-12,0.988,18.649
1945-01,1.017,18.796
1945-02,0.977,18.628
1945-03,1.011,18.798
1945-04,1.029,18.899
1945-05,0.951,18.547
1945-06,0.984,18.720
1945-07,1.012,18.864
1945-08,0.996,18.806
1945-09,1.007,18.875
1945-10,0.988,18.799
1945-11,1.002,18.879
1945-12,0.997,18.871
1946-01,1.023,19.011
1946-02,1.005,18.940
1946-03,1.007,18.963
1946-04,0.992,18.907
1946-05,0.990,18.915
1946-06,0.991,18.935
1946-07,1.008,19.029
1946-08,0.992,18.966
1946-09,1.006,19.049
1946-10,1.042,19.234
1946-11,1.017,19.134
1946-12,0.993,19.035
1947-01,1.024,19.195
1947-02,0.992,19.056
1947-03,0.959,18.915
1947-04,0.980,19.029
1947-05,0.963,18.961
1947-06,0.993,19.121
1947-07,1.000,19.171
1947-08,1.034,19.345
1947-09,1.007,19.230
1947-10,0.996,19.192
1947-11,1.017,19.308
1947-12,0.956,19.030
1948-01,1.005,19.280
1948-02,1.015,19.346
1948-03,0.970,19.144
1948-04,1.023,19.411
1948-05,1.007,19.348
1948-06,0.992,19.290
1948-07,1.013,19.405
1948-08,1.045,19.578
1948-09,1.004,19.391
1948-10,1.005,19.411
1948-11,0.991,19.357
1948-12,0.983,19.334
1949-01,1.017,19.511
1949-02,0.983,19.362
1949-03,1.001,19.466
1949-04,0.990,19.427
1949-05,1.010,19.534
1949-06,1.007,19.534
1949-07,1.021,19.617
1949-08,0.990,19.480
1949-09,0.995,19.518
1949-10,0.980,19.463
1949-11,0.991,19.529
1949-12,1.008,19.624
1950-01,1.015,19.675
1950-02,0.982,19.525
1950-03,1.017,19.714
1950-04,1.027,19.776
1950-05,1.008,19.698
1950-06,1.038,19.856
1950-07,0.985,19.609
1950-08,0.975,19.576
1950-09,0.964,19.538
1950-10,1.030,19.874
1950-11,1.013,19.805
1950-12,0.999,19.749
1951-01,1.006,19.796
1951-02,0.977,19.671
1951-03,1.049,20.038
1951-04,1.003,19.823
1951-05,1.002,19.835
1951-06,1.015,19.910
1951-07,1.010,19.899
1951-08,1.004,19.887
1951-09,0.984,19.800
1951-10,1.009,19.939
1951-11,1.038,20.093
1951-12,1.027,20.054
1952-01,1.032,20.092
1952-02,0.990,19.896
1952-03,0.980,19.862
1952-04,0.997,19.962
1952-05,1.001,19.993
1952-06,1.022,20.111
1952-07,0.966,19.845
1952-08,1.031,20.181
1952-09,0.997,20.026
1952-10,0.991,20.012
1952-11,0.980,19.967
1952-12,0.967,19.916
1953-01,1.016,20.178
1953-02,1.001,20.116
1953-03,0.974,19.993
1953-04,0.974,20.005
1953-05,0.993,20.115
1953-06,1.033,20.331
1953-07,0.995,20.149
1953-08,0.970,20.037
1953-09,0.995,20.177
1953-10,0.995,20.188
1953-11,0.946,19.956
1953-12,0.999,20.236
1954-01,0.995,20.232
1954-02,1.014,20.339
1954-03,1.037,20.469
1954-04,1.023,20.409
1954-05,0.995,20.280
1954-06,0.978,20.208
1954-07,1.051,20.596
1954-08,1.001,20.353
1954-09,1.000,20.362
1954-10,1.000,20.371
1954-11,1.004,20.406
1954-12,0.997,20.384
1955-01,0.989,20.354
1955-02,0.989,20.369
1955-03,0.999,20.435
1955-04,0.989,20.396
1955-05,0.986,20.391
1955-06,1.002,20.488
1955-07,0.995,20.464
1955-08,1.030,20.657
1955-09,0.947,20.244
1955-10,1.022,20.640
1955-11,1.025,20.669
1955-12,0.959,20.341
1956-01,0.993,20.532
1956-02,0.993,20.541
1956-03,0.972,20.447
1956-04,0.984,20.525
1956-05,0.978,20.503
1956-06,1.035,20.811
1956-07,1.019,20.740
1956-08,1.025,20.787
1956-09,1.014,20.743
1956-10,0.977,20.565
1956-11,0.990,20.640
1956-12,1.010,20.757
1957-01,0.976,20.593
1957-02,1.014,20.806
1957-03,0.995,20.719
1957-04,0.993,20.718
1957-05,1.014,20.843
1957-06,1.009,20.828
1957-07,0.993,20.757
1957-08,1.023,20.928
1957-09,0.978,20.707
1957-10,1.012,20.896
1957-11,1.012,20.906
1957-12,0.994,20.824
1958-01,1.007,20.903
1958-02,0.975,20.751
1958-03,1.018,20.990
1958-04,0.996,20.887
1958-05,0.990,20.864
1958-06,1.021,21.041
1958-07,0.986,20.870
1958-08,0.972,20.808
1958-09,0.969,20.805
1958-10,1.012,21.044
1958-11,0.974,20.858
1958-12,1.035,21.189
1959-01,0.958,20.798
1959-02,1.034,21.208
1959-03,1.004,21.064
1959-04,0.998,21.043
1959-05,0.989,21.008
1959-06,1.008,21.120
1959-07,0.999,21.086
1959-08,1.022,21.219
1959-09,1.002,21.126
1959-10,1.003,21.142
1959-11,0.993,21.100
1959-12,0.999,21.144
1960-01,1.006,21.195
1960-02,0.966,20.994
1960-03,0.973,21.044
1960-04,1.015,21.277
1960-05,1.003,21.229
1960-06,0.996,21.203
1960-07,1.000,21.237
1960-08,1.007,21.283
1960-09,0.989,21.201
1960-10,0.984,21.188
1960-11,1.004,21.303
1960-12,0.980,21.190
1961-01,1.008,21.350
1961-02,0.966,21.136
1961-03,1.021,21.440
1961-04,1.009,21.392
1961-05,1.005,21.381
1961-06,1.020,21.470
1961-07,1.033,21.555
1961-08,1.020,21.497
1961-09,0.963,21.204
1961-10,0.974,21.275
1961-11,0.988,21.357
1961-12,1.001,21.439
1962-01,1.010,21.503
1962-02,0.985,21.381
1962-03,1.004,21.491
1962-04,0.985,21.402
1962-05,0.988,21.429
1962-06,0.972,21.355
1962-07,0.982,21.418
1962-08,0.973,21.384
1962-09,0.980,21.436
1962-10,1.021,21.666
1962-11,0.981,21.462
1962-12,1.053,21.860
1963-01,1.010,21.640
1963-02,1.004,21.619
1963-03,0.983,21.517
1963-04,1.014,21.697
1963-05,0.988,21.571
1963-06,1.002,21.658
1963-07,1.051,21.933
1963-08,0.998,21.657
1963-09,1.023,21.804
1963-10,0.986,21.614
1963-11,0.999,21.698
1963-12,1.035,21.906
1964-01,0.987,21.657
1964-02,1.036,21.933
1964-03,1.014,21.824
1964-04,0.989,21.698
1964-05,1.013,21.839
1964-06,1.019,21.887
1964-07,1.012,21.861
1964-08,0.969,21.633
1964-09,0.985,21.736
1964-10,0.995,21.800
1964-11,0.999,21.830
1964-12,1.012,21.917
1965-01,1.004,21.880
1965-02,0.973,21.726
1965-03,1.008,21.925
1965-04,1.012,21.961
1965-05,1.011,21.967
1965-06,1.022,22.035
1965-07,1.017,22.019
1965-08,1.009,21.989
1965-09,0.999,21.942
1965-10,0.967,21.779
1965-11,1.009,22.019
1965-12,1.004,22.006
1966-01,1.005,22.024
1966-02,0.974,21.865
1966-03,0.978,21.898
1966-04,1.021,22.144
1966-05,0.999,22.034
1966-06,1.014,22.125
1966-07,1.001,22.064
1966-08,1.001,22.075
1966-09,1.019,22.186
1966-10,0.990,22.037
1966-11,1.002,22.115
1966-12,0.991,22.065
1967-01,0.991,22.079
1967-02,0.994,22.103
1967-03,1.004,22.173
1967-04,0.990,22.106
1967-05,1.025,22.309
1967-06,0.982,22.082
1967-07,0.996,22.171
1967-08,0.991,22.154
1967-09,1.029,22.374
1967-10,1.004,22.246
1967-11,1.021,22.350
1967-12,0.970,22.081
1968-01,1.005,22.287
1968-02,1.018,22.367
1968-03,1.002,22.288
1968-04,1.021,22.408
1968-05,0.990,22.242
1968-06,1.028,22.468
1968-07,1.046,22.578
1968-08,0.993,22.292
1968-09,0.991,22.293
1968-10,1.029,22.516
1968-11,1.032,22.541
1968-12,0.990,22.317
1969-01,0.992,22.339
1969-02,0.994,22.365
1969-03,0.973,22.256
1969-04,0.982,22.315
1969-05,0.980,22.316
1969-06,0.985,22.353
1969-07,0.999,22.446
1969-08,1.005,22.486
1969-09,1.031,22.645
1969-10,0.980,22.369
1969-11,1.020,22.603
1969-12,0.996,22.478
1970-01,0.999,22.507
1970-02,1.013,22.599
1970-03,0.978,22.407
1970-04,1.008,22.588
1970-05,1.003,22.574
1970-06,1.010,22.621
1970-07,1.006,22.609
1970-08,1.049,22.864
1970-09,0.987,22.525
1970-10,0.989,22.547
1970-11,0.988,22.547
1970-12,0.989,22.565
1971-01,0.987,22.566
1971-02,1.024,22.783
1971-03,1.028,22.820
1971-04,0.989,22.605
1971-05,0.983,22.586
1971-06,1.009,22.744
1971-07,0.989,22.638
1971-08,1.013,22.783
1971-09,1.004,22.744
1971-10,0.970,22.559
1971-11,1.031,22.918
1971-12,1.036,22.956
1972-01,0.988,22.693
1972-02,0.992,22.729
1972-03,1.006,22.815
1972-04,1.007,22.831
1972-05,1.013,22.878
1972-06,1.040,23.043
1972-07,0.996,22.804
1972-08,0.984,22.743
1972-09,0.972,22.687
1972-10,0.985,22.771
1972-11,0.999,22.861
1972-12,1.036,23.080
1973-01,0.990,22.826
1973-02,1.004,22.921
1973-03,1.000,22.903
1973-04,1.024,23.051
1973-05,1.051,23.215
1973-06,0.989,22.875
1973-07,0.990,22.889
1973-08,1.021,23.075
1973-09,1.014,23.044
1973-10,1.037,23.188
1973-11,1.012,23.053
1973-12,0.993,22.954
1974-01,1.012,23.074
1974-02,1.022,23.143
1974-03,1.016,23.120
1974-04,1.010,23.094
1974-05,1.021,23.169
1974-06,1.023,23.191
1974-07,1.028,23.225
1974-08,1.013,23.151
1974-09,0.997,23.066
1974-10,1.003,23.113
1974-11,1.024,23.245
1974-12,0.984,23.021
1975-01,1.007,23.168
1975-02,0.992,23.090
1975-03,1.001,23.148
1975-04,1.026,23.303
1975-05,1.004,23.187
1975-06,1.001,23.180
1975-07,0.973,23.027
1975-08,1.015,23.281
1975-09,1.013,23.279
1975-10,1.043,23.465
1975-11,0.994,23.188
1975-12,1.004,23.259
1976-01,1.005,23.272
1976-02,1.032,23.437
1976-03,0.998,23.252
1976-04,1.006,23.305
1976-05,1.012,23.353
1976-06,1.004,23.314
1976-07,0.991,23.250
1976-08,1.004,23.334
1976-09,1.021,23.447
1976-10,0.979,23.211
1976-11,1.003,23.356
1976-12,0.986,23.269
1977-01,1.024,23.500
1977-02,0.970,23.192
1977-03,0.989,23.314
1977-04,1.008,23.433
1977-05,1.031,23.582
1977-06,0.999,23.401
1977-07,0.989,23.353
1977-08,1.038,23.648
1977-09,0.971,23.268
1977-10,0.956,23.189
1977-11,1.009,23.508
1977-12,0.990,23.407
1978-01,0.980,23.356
1978-02,1.014,23.568
1978-03,1.005,23.523
1978-04,0.989,23.438
1978-05,0.974,23.363
1978-06,1.017,23.626
1978-07,1.013,23.609
1978-08,0.998,23.531
1978-09,1.037,23.769
1978-10,0.979,23.435
1978-11,0.969,23.391
1978-12,0.986,23.499
1979-01,0.999,23.584
1979-02,1.005,23.628
1979-03,0.995,23.580
1979-04,1.007,23.660
1979-05,0.975,23.480
1979-06,1.029,23.807
1979-07,0.998,23.636
1979-08,1.022,23.788
1979-09,1.007,23.706
1979-10,1.009,23.728
1979-11,1.011,23.751
1979-12,1.009,23.746
1980-01,1.013,23.779
1980-02,1.027,23.869
1980-03,1.004,23.744
1980-04,1.014,23.815
1980-05,0.998,23.729
1980-06,1.029,23.920
1980-07,0.986,23.678
1980-08,1.036,23.982
1980-09,0.999,23.772
1980-10,0.971,23.616
1980-11,1.003,23.811
1980-12,0.986,23.724
1981-01,1.017,23.914
1981-02,0.987,23.745
1981-03,0.991,23.779
1981-04,0.962,23.616
1981-05,0.991,23.797
1981-06,0.952,23.571
1981-07,0.968,23.680
1981-08,1.015,23.969
1981-09,1.016,23.981
1981-10,1.009,23.948
1981-11,0.981,23.790
1981-12,0.999,23.909
1982-01,1.000,23.924
1982-02,0.977,23.795
1982-03,1.030,24.122
1982-04,1.018,24.057
1982-05,0.996,23.934
1982-06,1.001,23.973
1982-07,1.004,24.004
1982-08,0.959,23.743
1982-09,0.995,23.967
1982-10,0.986,23.924
1982-11,0.980,23.895
1982-12,0.994,23.991
1983-01,1.036,24.249
1983-02,1.013,24.119
1983-03,0.989,23.983
1983-04,1.011,24.129
1983-05,1.028,24.238
1983-06,1.018,24.190
1983-07,1.001,24.095
1983-08,0.987,24.018
1983-09,1.014,24.190
1983-10,1.008,24.162
1983-11,1.018,24.231
1983-12,1.013,24.209
1984-01,1.021,24.268
1984-02,0.989,24.086
1984-03,1.026,24.318
1984-04,1.004,24.192
1984-05,1.042,24.428
1984-06,0.986,24.103
1984-07,1.035,24.405
1984-08,1.004,24.228
1984-09,0.987,24.134
1984-10,0.990,24.163
1984-11,0.994,24.192
1984-12,1.008,24.291
1985-01,1.010,24.311
1985-02,0.989,24.187
1985-03,1.000,24.263
1985-04,1.043,24.535
1985-05,1.035,24.493
1985-06,1.009,24.345
1985-07,1.001,24.306
1985-08,1.002,24.324
1985-09,1.012,24.393
1985-10,0.980,24.203
1985-11,0.995,24.305
1985-12,0.967,24.142
1986-01,1.008,24.402
1986-02,1.013,24.441
1986-03,0.990,24.312
1986-04,1.031,24.572
1986-05,0.975,24.239
1986-06,0.971,24.219
1986-07,1.004,24.433
1986-08,1.021,24.543
1986-09,1.034,24.629
1986-10,0.991,24.376
1986-11,1.022,24.573
1986-12,0.999,24.445
1987-01,0.997,24.437
1987-02,1.018,24.575
1987-03,1.013,24.555
1987-04,0.968,24.291
1987-05,1.030,24.674
1987-06,1.028,24.670
1987-07,0.987,24.433
1987-08,1.008,24.567
1987-09,1.010,24.588
1987-10,1.005,24.568
1987-11,0.989,24.477
1987-12,0.987,24.471
1988-01,0.999,24.559
1988-02,1.023,24.714
1988-03,1.011,24.646
1988-04,0.993,24.542
1988-05,1.015,24.691
1988-06,0.943,24.254
1988-07,1.023,24.754
1988-08,0.965,24.407
1988-09,0.993,24.585
1988-10,0.978,24.501
1988-11,0.974,24.487
1988-12,1.023,24.799
1989-01,0.991,24.606
1989-02,1.007,24.715
1989-03,0.999,24.675
1989-04,1.010,24.748
1989-05,1.002,24.707
1989-06,0.974,24.548
